"county"	"total"	"thai_num"	"thai_per"	"thai_vwell"	"thai_vwell_per"	"thai_less"	"thai_less_per"	"engagement"	"environment"	"health"	"housing"	"neighborhood"	"opportunity"	"transportation"
"Henry County, Kentucky"	0	0	NA	0	NA	0	NA	23	53	24	55	43	61	36
"Hickman County, Kentucky"	31	0	0	0	NA	0	NA	32	60	21	62	30	44	31
"Hopkins County, Kentucky"	279	0	0	0	NA	0	NA	49	39	31	58	41	54	40
"Jackson County, Kentucky"	0	0	NA	0	NA	0	NA	15	41	22	62	34	24	39
"Jefferson County, Kentucky"	17745	280	0.0157790927021696	107	0.382142857142857	172	0.614285714285714	37	45	44	60	52	45	54
"Jessamine County, Kentucky"	558	31	0.0555555555555556	31	1	16	0.516129032258065	43	40	46	47	43	47	52
"Johnson County, Kentucky"	163	0	0	0	NA	0	NA	34	60	16	64	36	41	40
"Kenton County, Kentucky"	1751	27	0.0154197601370645	24	0.888888888888889	6	0.222222222222222	39	75	48	63	52	55	57
"Knott County, Kentucky"	6	0	0	0	NA	0	NA	17	60	8	58	33	31	33
"Knox County, Kentucky"	1	0	0	0	NA	0	NA	27	60	4	65	36	38	37
"Larue County, Kentucky"	15	0	0	0	NA	0	NA	54	59	24	59	37	49	35
"Laurel County, Kentucky"	312	0	0	0	NA	0	NA	32	53	29	55	39	59	38
"Lawrence County, Kentucky"	100	0	0	0	NA	0	NA	23	58	12	54	33	35	37
"Lee County, Kentucky"	61	0	0	0	NA	0	NA	14	22	22	68	37	35	37
"Leslie County, Kentucky"	14	0	0	0	NA	0	NA	43	60	6	51	39	29	35
"Letcher County, Kentucky"	45	0	0	0	NA	0	NA	38	60	22	60	35	35	35
"Lewis County, Kentucky"	10	0	0	0	NA	0	NA	18	60	11	60	31	21	37
"Lincoln County, Kentucky"	146	0	0	0	NA	0	NA	33	58	27	55	38	32	36
"Livingston County, Kentucky"	35	0	0	0	NA	0	NA	67	65	14	46	31	69	35
"Logan County, Kentucky"	10	0	0	0	NA	0	NA	56	56	12	58	33	47	39
"Lyon County, Kentucky"	31	0	0	0	NA	0	NA	39	39	20	62	34	36	29
"McCracken County, Kentucky"	603	7	0.0116086235489221	0	0	0	0	60	61	29	64	39	58	44
"McCreary County, Kentucky"	0	0	NA	0	NA	18	Inf	21	60	36	56	37	29	45
"McLean County, Kentucky"	26	0	0	0	NA	0	NA	45	60	25	64	39	44	35
"Madison County, Kentucky"	920	0	0	0	NA	0	NA	35	52	44	54	38	43	43
"Magoffin County, Kentucky"	0	0	NA	0	NA	0	NA	16	59	10	56	33	36	38
"Marion County, Kentucky"	12	0	0	0	NA	0	NA	36	33	20	59	37	56	38
"Marshall County, Kentucky"	73	0	0	0	NA	0	NA	69	75	28	55	35	52	33
"Martin County, Kentucky"	2	0	0	0	NA	0	NA	15	18	18	59	31	35	39
"Mason County, Kentucky"	41	0	0	0	NA	0	NA	67	55	32	64	30	54	40
"Meade County, Kentucky"	184	0	0	0	NA	0	NA	11	60	25	44	39	55	36
"Menifee County, Kentucky"	26	0	0	0	NA	0	NA	19	60	27	59	34	52	40
"Mercer County, Kentucky"	87	0	0	0	NA	0	NA	59	58	20	53	40	48	38
"Metcalfe County, Kentucky"	34	0	0	0	NA	0	NA	51	60	10	57	34	51	31
"Monroe County, Kentucky"	15	15	1	27	1.8	0	0	33	60	10	57	37	38	39
"Montgomery County, Kentucky"	11	0	0	0	NA	0	NA	38	60	32	58	35	41	38
"Morgan County, Kentucky"	121	0	0	0	NA	0	NA	13	76	20	58	34	41	35
"Muhlenberg County, Kentucky"	48	0	0	0	NA	0	NA	43	59	26	51	39	47	40
"Nelson County, Kentucky"	148	0	0	0	NA	0	NA	41	57	41	54	38	45	37
"Nicholas County, Kentucky"	0	0	NA	0	NA	0	NA	33	28	7	61	36	34	37
"Ohio County, Kentucky"	32	17	0.53125	0	0	17	1	49	59	19	54	36	48	34
"Oldham County, Kentucky"	846	0	0	0	NA	0	NA	41	59	50	32	47	64	40
"Owen County, Kentucky"	14	0	0	0	NA	0	NA	35	60	0	51	33	27	35
"Owsley County, Kentucky"	33	0	0	0	NA	0	NA	16	60	16	69	34	20	36
"Pendleton County, Kentucky"	0	0	NA	0	NA	0	NA	52	55	22	53	34	63	30
"Perry County, Kentucky"	164	0	0	0	NA	0	NA	35	77	17	63	35	67	37
"Pike County, Kentucky"	352	7	0.0198863636363636	0	0	7	1	35	75	26	61	36	61	36
"Powell County, Kentucky"	13	0	0	0	NA	0	NA	48	60	28	56	35	28	35
"Pulaski County, Kentucky"	350	0	0	18	Inf	0	NA	49	69	32	55	36	47	43
"Robertson County, Kentucky"	0	0	NA	0	NA	0	NA	43	60	17	65	33	34	59
"Rockcastle County, Kentucky"	11	0	0	0	NA	0	NA	42	55	18	59	35	42	32
"Rowan County, Kentucky"	156	0	0	0	NA	0	NA	42	55	39	55	38	56	36
"Russell County, Kentucky"	10	0	0	0	NA	0	NA	48	60	32	57	36	45	36
"Scott County, Kentucky"	399	11	0.0275689223057644	0	0	0	0	50	56	41	50	43	65	47
"Shelby County, Kentucky"	453	0	0	0	NA	0	NA	35	50	39	50	42	67	38
"Simpson County, Kentucky"	152	0	0	0	NA	0	NA	60	33	10	53	37	69	39
"Spencer County, Kentucky"	64	0	0	0	NA	0	NA	23	60	38	40	43	81	38
"Taylor County, Kentucky"	184	0	0	0	NA	0	NA	56	61	28	63	37	58	46
"Todd County, Kentucky"	4	0	0	0	NA	0	NA	57	59	16	54	36	40	32
"Trigg County, Kentucky"	80	0	0	0	NA	0	NA	44	70	24	53	33	34	31
"Trimble County, Kentucky"	2	0	0	2	Inf	0	NA	18	55	13	55	36	75	35
"Union County, Kentucky"	70	0	0	0	NA	0	NA	48	60	23	57	40	58	40
"Warren County, Kentucky"	3277	25	0.00762892889838267	0	0	31	1.24	49	65	31	58	42	46	47
"Washington County, Kentucky"	27	0	0	0	NA	0	NA	41	74	24	51	38	47	31
"Wayne County, Kentucky"	0	0	NA	0	NA	0	NA	24	61	23	60	33	36	42
"Webster County, Kentucky"	10	0	0	0	NA	0	NA	40	59	28	61	38	47	36
"Whitley County, Kentucky"	142	0	0	0	NA	0	NA	36	54	25	61	39	51	36
"Wolfe County, Kentucky"	0	0	NA	0	NA	0	NA	13	18	22	64	32	24	29
"Woodford County, Kentucky"	110	0	0	0	NA	0	NA	59	19	43	48	42	62	36
"Acadia Parish, Louisiana"	101	0	0	0	NA	0	NA	59	47	34	54	40	47	50
"Allen Parish, Louisiana"	221	7	0.0316742081447964	4	0.571428571428571	0	0	59	47	34	54	40	47	50
"Ascension Parish, Louisiana"	1242	0	0	0	NA	0	NA	59	47	34	54	40	47	50
"Assumption Parish, Louisiana"	91	0	0	0	NA	0	NA	59	47	34	54	40	47	50
"Avoyelles Parish, Louisiana"	221	0	0	0	NA	0	NA	59	47	34	54	40	47	50
"Beauregard Parish, Louisiana"	209	18	0.0861244019138756	0	0	18	1	59	47	34	54	40	47	50
"Bienville Parish, Louisiana"	1	1	1	0	0	0	0	59	47	34	54	40	47	50
"Bossier Parish, Louisiana"	1773	82	0.0462492949802594	0	0	74	0.902439024390244	59	47	34	54	40	47	50
"Caddo Parish, Louisiana"	2942	11	0.00373895309313392	0	0	16	1.45454545454545	59	47	34	54	40	47	50
"Calcasieu Parish, Louisiana"	2431	0	0	0	NA	0	NA	59	47	34	54	40	47	50
"Caldwell Parish, Louisiana"	9	0	0	0	NA	0	NA	59	47	34	54	40	47	50
"Cameron Parish, Louisiana"	0	0	NA	0	NA	0	NA	59	47	34	54	40	47	50
"Catahoula Parish, Louisiana"	11	0	0	0	NA	0	NA	59	47	34	54	40	47	50
"Claiborne Parish, Louisiana"	0	0	NA	0	NA	0	NA	59	47	34	54	40	47	50
"Concordia Parish, Louisiana"	75	0	0	0	NA	0	NA	59	47	34	54	40	47	50
"De Soto Parish, Louisiana"	68	0	0	0	NA	0	NA	59	47	34	54	40	47	50
"East Baton Rouge Parish, Louisiana"	13669	69	0.0050479186480357	22	0.318840579710145	39	0.565217391304348	59	47	34	54	40	47	50
"East Carroll Parish, Louisiana"	11	0	0	0	NA	0	NA	59	47	34	54	40	47	50
"East Feliciana Parish, Louisiana"	22	0	0	0	NA	0	NA	59	47	34	54	40	47	50
"Evangeline Parish, Louisiana"	18	0	0	0	NA	0	NA	59	47	34	54	40	47	50
"Franklin Parish, Louisiana"	14	9	0.642857142857143	0	0	9	1	59	47	34	54	40	47	50
"Grant Parish, Louisiana"	26	0	0	0	NA	0	NA	59	47	34	54	40	47	50
"Iberia Parish, Louisiana"	1724	16	0.00928074245939675	0	0	0	0	59	47	34	54	40	47	50
"Iberville Parish, Louisiana"	21	0	0	0	NA	0	NA	59	47	34	54	40	47	50
"Jackson Parish, Louisiana"	33	0	0	0	NA	0	NA	59	47	34	54	40	47	50
"Jefferson Parish, Louisiana"	17851	213	0.0119321046439975	25	0.117370892018779	146	0.685446009389671	59	47	34	54	40	47	50
"Jefferson Davis Parish, Louisiana"	104	0	0	0	NA	0	NA	59	47	34	54	40	47	50
"Lafayette Parish, Louisiana"	3412	10	0.00293083235638921	0	0	10	1	59	47	34	54	40	47	50
"Lafourche Parish, Louisiana"	756	0	0	0	NA	0	NA	59	47	34	54	40	47	50
"LaSalle Parish, Louisiana"	8	3	0.375	0	0	3	1	59	47	34	54	40	47	50
"Lincoln Parish, Louisiana"	856	0	0	0	NA	0	NA	59	47	34	54	40	47	50
"Livingston Parish, Louisiana"	577	0	0	0	NA	0	NA	59	47	34	54	40	47	50
"Madison Parish, Louisiana"	11	0	0	0	NA	0	NA	59	47	34	54	40	47	50
"Morehouse Parish, Louisiana"	64	0	0	0	NA	0	NA	59	47	34	54	40	47	50
"Natchitoches Parish, Louisiana"	207	19	0.0917874396135266	0	0	19	1	59	47	34	54	40	47	50
"Orleans Parish, Louisiana"	10885	59	0.00542030316949931	31	0.525423728813559	18	0.305084745762712	59	47	34	54	40	47	50
"Ouachita Parish, Louisiana"	1393	49	0.0351758793969849	0	0	0	0	59	47	34	54	40	47	50
"Plaquemines Parish, Louisiana"	778	0	0	0	NA	0	NA	59	47	34	54	40	47	50
"Pointe Coupee Parish, Louisiana"	65	0	0	0	NA	0	NA	59	47	34	54	40	47	50
"Rapides Parish, Louisiana"	1945	59	0.0303341902313625	15	0.254237288135593	23	0.389830508474576	59	47	34	54	40	47	50
"Red River Parish, Louisiana"	7	0	0	0	NA	0	NA	59	47	34	54	40	47	50
"Richland Parish, Louisiana"	34	0	0	0	NA	0	NA	59	47	34	54	40	47	50
"Sabine Parish, Louisiana"	84	3	0.0357142857142857	0	0	0	0	59	47	34	54	40	47	50
"St. Bernard Parish, Louisiana"	841	31	0.0368608799048751	0	0	31	1	59	47	34	54	40	47	50
"St. Charles Parish, Louisiana"	517	0	0	0	NA	0	NA	59	47	34	54	40	47	50
"St. Helena Parish, Louisiana"	0	0	NA	0	NA	0	NA	59	47	34	54	40	47	50
"St. James Parish, Louisiana"	71	0	0	0	NA	0	NA	59	47	34	54	40	47	50
"St. John the Baptist Parish, Louisiana"	267	0	0	0	NA	0	NA	59	47	34	54	40	47	50
"St. Landry Parish, Louisiana"	376	5	0.0132978723404255	5	1	0	0	59	47	34	54	40	47	50
"St. Martin Parish, Louisiana"	512	0	0	0	NA	0	NA	59	47	34	54	40	47	50
"St. Mary Parish, Louisiana"	832	11	0.0132211538461538	11	1	0	0	59	47	34	54	40	47	50
"St. Tammany Parish, Louisiana"	3506	27	0.00770108385624643	74	2.74074074074074	5	0.185185185185185	59	47	34	54	40	47	50
"Tangipahoa Parish, Louisiana"	887	12	0.0135287485907554	33	2.75	0	0	59	47	34	54	40	47	50
"Tensas Parish, Louisiana"	0	0	NA	0	NA	0	NA	59	47	34	54	40	47	50
"Terrebonne Parish, Louisiana"	1075	0	0	0	NA	0	NA	59	47	34	54	40	47	50
"Union Parish, Louisiana"	18	0	0	0	NA	0	NA	59	47	34	54	40	47	50
"Vermilion Parish, Louisiana"	1258	0	0	0	NA	0	NA	59	47	34	54	40	47	50
"Vernon Parish, Louisiana"	867	24	0.027681660899654	8	0.333333333333333	0	0	59	47	34	54	40	47	50
"Washington Parish, Louisiana"	88	0	0	0	NA	0	NA	59	47	34	54	40	47	50
"Webster Parish, Louisiana"	174	0	0	0	NA	0	NA	59	47	34	54	40	47	50
"West Baton Rouge Parish, Louisiana"	129	0	0	0	NA	0	NA	59	47	34	54	40	47	50
"West Carroll Parish, Louisiana"	21	4	0.19047619047619	0	0	0	0	59	47	34	54	40	47	50
"West Feliciana Parish, Louisiana"	0	0	NA	10	Inf	0	NA	59	47	34	54	40	47	50
"Winn Parish, Louisiana"	0	0	NA	0	NA	0	NA	59	47	34	54	40	47	50
"Androscoggin County, Maine"	912	33	0.0361842105263158	25	0.757575757575758	0	0	61	70	48	58	42	59	48
"Aroostook County, Maine"	322	20	0.062111801242236	11	0.55	6	0.3	61	63	36	65	33	56	43
"Cumberland County, Maine"	6137	106	0.0172722828743686	25	0.235849056603774	42	0.39622641509434	82	62	62	53	45	57	49
"Franklin County, Maine"	171	40	0.233918128654971	67	1.675	15	0.375	78	61	44	58	30	51	40
"Hancock County, Maine"	514	10	0.0194552529182879	0	0	7	0.7	92	54	54	52	29	46	44
"Kennebec County, Maine"	978	0	0	0	NA	0	NA	73	72	48	53	37	62	45
"Knox County, Maine"	274	20	0.072992700729927	0	0	20	1	91	67	50	50	36	53	45
"Lincoln County, Maine"	294	186	0.63265306122449	7	0.0376344086021505	149	0.801075268817204	95	56	57	49	31	43	40
"Oxford County, Maine"	366	9	0.0245901639344262	0	0	0	0	71	65	40	54	31	49	47
"Penobscot County, Maine"	1551	59	0.038039974210187	13	0.220338983050847	26	0.440677966101695	64	63	40	56	36	58	60
"Piscataquis County, Maine"	86	0	0	0	NA	0	NA	75	73	41	60	23	47	51
"Sagadahoc County, Maine"	261	0	0	0	NA	0	NA	72	62	61	54	39	69	43
"Somerset County, Maine"	203	12	0.0591133004926108	0	0	0	0	63	59	35	51	31	50	41
"Waldo County, Maine"	210	8	0.0380952380952381	8	1	1	0.125	69	62	45	51	31	45	41
"Washington County, Maine"	148	18	0.121621621621622	4	0.222222222222222	41	2.27777777777778	64	62	32	60	26	42	50
"York County, Maine"	2183	71	0.032524049473202	39	0.549295774647887	0	0	67	63	54	48	40	67	46
"Allegany County, Maryland"	632	6	0.00949367088607595	24	4	0	0	53	47	26	63	40	57	70
"Anne Arundel County, Maryland"	19525	411	0.0210499359795134	108	0.262773722627737	99	0.240875912408759	62	54	57	41	52	63	49
"Baltimore County, Maryland"	44399	330	0.00743259983332958	225	0.681818181818182	9	0.0272727272727273	58	46	54	49	56	57	55
"Calvert County, Maryland"	1148	0	0	0	NA	0	NA	39	58	48	40	39	80	43
"Caroline County, Maryland"	157	0	0	0	NA	0	NA	44	48	34	47	34	46	43
"Carroll County, Maryland"	2671	52	0.0194683639086484	34	0.653846153846154	26	0.5	53	60	57	37	48	78	45
"Cecil County, Maryland"	1274	3	0.00235478806907378	3	1	0	0	39	34	42	48	39	66	37
"Charles County, Maryland"	4700	5	0.00106382978723404	0	0	0	0	49	53	41	32	43	73	45
"Dorchester County, Maryland"	385	70	0.181818181818182	87	1.24285714285714	8	0.114285714285714	57	51	30	62	35	39	49
"Frederick County, Maryland"	10074	124	0.0123089140361326	74	0.596774193548387	78	0.629032258064516	55	46	58	41	52	71	46
"Garrett County, Maryland"	113	0	0	11	Inf	0	NA	57	49	35	60	32	56	38
"Harford County, Maryland"	6381	102	0.0159849553361542	32	0.313725490196078	85	0.833333333333333	64	40	55	47	50	70	50
"Howard County, Maryland"	46603	281	0.00602965474325687	95	0.338078291814947	78	0.277580071174377	73	51	72	40	57	73	45
"Kent County, Maryland"	180	1	0.00555555555555556	0	0	0	0	65	56	45	53	36	39	45
"Montgomery County, Maryland"	143645	1881	0.0130947822757492	838	0.445507708665603	743	0.395002658160553	64	56	81	37	66	54	58
"Prince George's County, Maryland"	37653	325	0.00863145034924176	80	0.246153846153846	227	0.698461538461538	49	33	51	39	56	60	48
"Queen Anne's County, Maryland"	395	20	0.0506329113924051	0	0	20	1	57	40	50	32	36	71	43
"St. Mary's County, Maryland"	2668	23	0.00862068965517241	15	0.652173913043478	16	0.695652173913043	44	41	46	44	38	55	42
"Somerset County, Maryland"	317	0	0	0	NA	0	NA	42	57	25	58	36	31	50
"Talbot County, Maryland"	569	8	0.0140597539543058	0	0	0	0	73	35	50	46	38	52	43
"Washington County, Maryland"	2389	27	0.011301799916283	10	0.37037037037037	8	0.296296296296296	53	63	46	52	45	62	45
"Wicomico County, Maryland"	2906	0	0	0	NA	0	NA	47	44	45	52	39	50	52
"Worcester County, Maryland"	642	0	0	0	NA	0	NA	73	67	47	46	32	52	43
"Baltimore city, Maryland"	15530	172	0.0110753380553767	106	0.616279069767442	61	0.354651162790698	54	45	41	81	62	34	76
"Barnstable County, Massachusetts"	2864	81	0.0282821229050279	26	0.320987654320988	43	0.530864197530864	76	51	67	43	40	48	53
"Berkshire County, Massachusetts"	1791	12	0.0067001675041876	0	0	0	0	70	50	57	56	43	47	65
"Bristol County, Massachusetts"	11094	76	0.00685054984676402	12	0.157894736842105	46	0.605263157894737	51	53	44	54	51	54	48
"Dukes County, Massachusetts"	151	0	0	0	NA	0	NA	98	39	56	41	33	57	56
"Essex County, Massachusetts"	25583	78	0.00304889965993042	26	0.333333333333333	9	0.115384615384615	60	50	57	50	58	50	51
"Franklin County, Massachusetts"	1205	45	0.037344398340249	0	0	0	0	67	38	57	52	45	56	53
"Hampden County, Massachusetts"	9572	95	0.00992478061011283	35	0.368421052631579	19	0.2	48	49	48	62	54	45	55
"Hampshire County, Massachusetts"	8238	178	0.0216071862102452	74	0.415730337078652	78	0.438202247191011	56	42	62	51	51	54	56
"Middlesex County, Massachusetts"	155681	993	0.00637842768224767	494	0.497482376636455	613	0.617321248741188	64	53	64	47	64	54	59
"Nantucket County, Massachusetts"	130	11	0.0846153846153846	10	0.909090909090909	18	1.63636363636364	90	20	61	27	34	46	62
"Norfolk County, Massachusetts"	64377	403	0.00625999968933004	126	0.312655086848635	201	0.498759305210918	65	49	63	43	61	56	53
"Plymouth County, Massachusetts"	5980	108	0.0180602006688963	25	0.231481481481481	70	0.648148148148148	58	59	50	42	49	61	44
"Suffolk County, Massachusetts"	63043	676	0.0107228399663722	314	0.464497041420118	209	0.309171597633136	60	65	64	79	75	26	82
"Worcester County, Massachusetts"	34933	216	0.00618326510749148	41	0.189814814814815	175	0.810185185185185	54	44	50	52	50	58	44
"Alcona County, Michigan"	36	0	0	0	NA	0	NA	39	62	45	44	26	18	46
"Alger County, Michigan"	15	2	0.133333333333333	0	0	2	1	38	35	43	56	29	50	46
"Allegan County, Michigan"	816	33	0.0404411764705882	0	0	33	1	46	53	48	48	40	57	41
"Alpena County, Michigan"	98	0	0	0	NA	0	NA	56	60	44	60	35	51	53
"Antrim County, Michigan"	64	0	0	0	NA	0	NA	59	61	39	41	29	37	46
"Arenac County, Michigan"	39	0	0	0	NA	0	NA	51	53	30	50	31	46	37
"Baraga County, Michigan"	50	0	0	0	NA	0	NA	33	62	30	56	33	71	59
"Barry County, Michigan"	269	6	0.0223048327137546	0	0	0	0	49	60	40	42	38	71	42
"Bay County, Michigan"	590	7	0.011864406779661	0	0	7	1	48	74	43	58	44	53	54
"Benzie County, Michigan"	45	0	0	0	NA	0	NA	75	68	38	39	30	42	44
"Berrien County, Michigan"	2832	45	0.0158898305084746	7	0.155555555555556	25	0.555555555555556	54	56	39	60	41	49	42
"Branch County, Michigan"	189	0	0	0	NA	0	NA	43	50	35	57	38	52	41
"Calhoun County, Michigan"	2523	40	0.01585414189457	0	0	0	0	51	59	35	54	39	49	60
"Cass County, Michigan"	434	0	0	0	NA	6	Inf	38	67	27	50	36	53	40
"Charlevoix County, Michigan"	110	0	0	0	NA	0	NA	70	60	52	54	34	46	47
"Cheboygan County, Michigan"	69	4	0.0579710144927536	0	0	4	1	58	61	41	51	27	32	39
"Chippewa County, Michigan"	293	5	0.0170648464163823	0	0	4	0.8	48	72	37	63	33	52	49
"Clare County, Michigan"	78	0	0	0	NA	0	NA	42	61	30	56	30	37	39
"Clinton County, Michigan"	1059	21	0.0198300283286119	0	0	5	0.238095238095238	35	66	49	44	47	77	35
"Crawford County, Michigan"	75	0	0	0	NA	0	NA	46	59	48	53	26	37	40
"Delta County, Michigan"	89	0	0	0	NA	0	NA	58	51	52	59	36	58	52
"Dickinson County, Michigan"	144	0	0	0	NA	0	NA	57	23	52	56	46	73	56
"Eaton County, Michigan"	2044	15	0.0073385518590998	0	0	6	0.4	54	56	47	50	45	73	34
"Emmet County, Michigan"	183	0	0	0	NA	0	NA	60	49	55	54	36	55	43
"Genesee County, Michigan"	4018	23	0.00572424091587855	0	0	0	0	44	56	41	62	43	42	33
"Gladwin County, Michigan"	100	21	0.21	0	0	21	1	46	61	33	54	29	32	43
"Gogebic County, Michigan"	49	0	0	0	NA	0	NA	55	49	39	62	41	47	48
"Grand Traverse County, Michigan"	630	13	0.0206349206349206	0	0	5	0.384615384615385	63	50	44	48	40	63	46
"Gratiot County, Michigan"	48	0	0	0	NA	0	NA	43	44	32	58	44	63	45
"Hillsdale County, Michigan"	176	0	0	0	NA	0	NA	38	53	31	54	36	44	42
"Houghton County, Michigan"	1104	11	0.00996376811594203	0	0	0	0	56	49	47	58	38	46	54
"Huron County, Michigan"	196	0	0	0	NA	0	NA	58	56	42	57	33	56	50
"Ingham County, Michigan"	15309	153	0.00999412110523222	63	0.411764705882353	72	0.470588235294118	52	63	55	57	51	51	44
"Ionia County, Michigan"	197	33	0.16751269035533	0	0	23	0.696969696969697	33	58	40	53	41	59	39
"Iosco County, Michigan"	127	0	0	0	NA	0	NA	63	55	44	56	32	33	50
"Iron County, Michigan"	29	0	0	2	Inf	0	NA	62	38	18	64	30	47	44
"Isabella County, Michigan"	1174	4	0.00340715502555366	0	0	4	1	29	51	37	59	41	40	50
"Jackson County, Michigan"	1052	23	0.0218631178707224	0	0	0	0	41	59	38	53	42	51	60
"Kalamazoo County, Michigan"	6030	66	0.0109452736318408	32	0.484848484848485	24	0.363636363636364	53	54	56	58	43	42	45
"Kalkaska County, Michigan"	65	13	0.2	0	0	0	0	31	61	40	45	27	43	36
"Kent County, Michigan"	15063	40	0.00265551350992498	33	0.825	18	0.45	54	48	56	50	50	59	39
"Keweenaw County, Michigan"	1	1	1	0	0	1	1	44	82	28	42	20	26	35
"Lake County, Michigan"	9	0	0	0	NA	0	NA	58	61	38	60	26	19	42
"Lapeer County, Michigan"	416	7	0.0168269230769231	0	0	0	0	44	60	35	44	41	74	39
"Leelanau County, Michigan"	141	11	0.0780141843971631	9	0.818181818181818	9	0.818181818181818	87	51	56	39	35	43	46
"Lenawee County, Michigan"	292	0	0	0	NA	0	NA	49	66	45	51	42	49	46
"Livingston County, Michigan"	1558	0	0	0	NA	10	Inf	45	53	51	38	45	72	37
"Luce County, Michigan"	19	0	0	0	NA	0	NA	71	41	29	49	34	50	45
"Mackinac County, Michigan"	65	0	0	0	NA	0	NA	75	62	43	48	21	51	43
"Macomb County, Michigan"	28504	135	0.00473617737861353	48	0.355555555555556	43	0.318518518518519	32	54	45	48	53	62	43
"Manistee County, Michigan"	69	0	0	0	NA	0	NA	51	67	49	56	35	45	47
"Marquette County, Michigan"	445	24	0.0539325842696629	20	0.833333333333333	17	0.708333333333333	62	44	53	61	38	54	52
"Mason County, Michigan"	175	0	0	0	NA	0	NA	70	66	43	52	35	45	47
"Mecosta County, Michigan"	341	4	0.0117302052785924	2	0.5	0	0	43	59	43	60	33	38	45
"Menominee County, Michigan"	46	0	0	0	NA	2	Inf	42	56	33	59	32	51	50
"Midland County, Michigan"	1927	11	0.00570835495588998	11	1	0	0	50	50	50	54	44	62	47
"Missaukee County, Michigan"	49	2	0.0408163265306122	0	0	2	1	38	72	39	42	28	43	40
"Monroe County, Michigan"	859	0	0	0	NA	0	NA	44	68	38	55	45	50	41
"Montcalm County, Michigan"	241	4	0.016597510373444	0	0	4	1	42	61	40	53	35	72	42
"Montmorency County, Michigan"	0	0	NA	0	NA	0	NA	38	44	35	48	28	40	46
"Muskegon County, Michigan"	1056	4	0.00378787878787879	0	0	4	1	48	55	35	54	40	49	49
"Newaygo County, Michigan"	168	0	0	0	NA	0	NA	36	61	43	48	34	42	42
"Oakland County, Michigan"	73384	591	0.00805352665431157	301	0.509306260575296	198	0.33502538071066	47	50	57	44	53	55	43
"Oceana County, Michigan"	66	0	0	0	NA	0	NA	32	44	40	46	34	41	43
"Ogemaw County, Michigan"	81	9	0.111111111111111	0	0	0	0	35	61	32	52	27	32	39
"Ontonagon County, Michigan"	24	0	0	0	NA	0	NA	38	62	32	62	25	36	59
"Osceola County, Michigan"	63	4	0.0634920634920635	0	0	0	0	36	61	34	56	29	48	45
"Oscoda County, Michigan"	0	0	NA	0	NA	0	NA	37	62	31	55	21	38	39
"Otsego County, Michigan"	139	0	0	0	NA	0	NA	53	61	41	57	30	59	39
"Ottawa County, Michigan"	7550	53	0.00701986754966887	44	0.830188679245283	32	0.60377358490566	51	62	60	46	48	71	41
"Presque Isle County, Michigan"	42	0	0	0	NA	0	NA	76	62	40	57	32	41	50
"Roscommon County, Michigan"	119	0	0	0	NA	0	NA	48	54	42	54	28	18	43
"Saginaw County, Michigan"	2296	22	0.00958188153310104	0	0	21	0.954545454545455	56	53	27	55	42	54	52
"St. Clair County, Michigan"	857	12	0.014002333722287	25	2.08333333333333	20	1.66666666666667	39	48	36	54	41	62	39
"St. Joseph County, Michigan"	426	14	0.0328638497652582	23	1.64285714285714	8	0.571428571428571	46	44	28	57	39	57	41
"Sanilac County, Michigan"	71	0	0	3	Inf	10	Inf	50	61	23	50	33	52	37
"Schoolcraft County, Michigan"	108	0	0	0	NA	0	NA	31	64	44	61	27	51	50
"Shiawassee County, Michigan"	290	3	0.0103448275862069	0	0	0	0	56	52	41	58	42	46	40
"Tuscola County, Michigan"	183	0	0	0	NA	0	NA	50	70	28	46	36	46	43
"Van Buren County, Michigan"	451	0	0	0	NA	0	NA	45	44	41	52	36	54	31
"Washtenaw County, Michigan"	28910	279	0.00965063991698374	115	0.412186379928315	53	0.189964157706093	54	51	59	51	53	58	52
"Wayne County, Michigan"	49414	87	0.00176063463795685	28	0.32183908045977	42	0.482758620689655	37	47	38	57	53	44	48
"Wexford County, Michigan"	201	0	0	0	NA	0	NA	48	76	43	55	32	55	40
"Aitkin County, Minnesota"	53	0	0	0	NA	0	NA	82	60	49	54	24	40	49
"Anoka County, Minnesota"	13369	157	0.0117435859076969	47	0.299363057324841	51	0.32484076433121	51	64	58	44	56	75	57
"Becker County, Minnesota"	144	12	0.0833333333333333	5	0.416666666666667	7	0.583333333333333	60	73	45	53	32	72	46
"Beltrami County, Minnesota"	415	7	0.0168674698795181	0	0	0	0	74	60	50	56	31	49	48
"Benton County, Minnesota"	438	56	0.127853881278539	0	0	0	0	65	52	56	53	44	76	60
"Big Stone County, Minnesota"	2	0	0	0	NA	0	NA	97	61	55	58	34	71	63
"Blue Earth County, Minnesota"	1299	3	0.0023094688221709	1	0.333333333333333	2	0.666666666666667	71	49	54	56	42	58	66
"Brown County, Minnesota"	99	0	0	0	NA	0	NA	82	61	44	59	46	73	56
"Carlton County, Minnesota"	232	0	0	3	Inf	0	NA	68	65	49	46	37	68	45
"Carver County, Minnesota"	2485	8	0.00321931589537223	1	0.125	0	0	71	50	65	43	54	73	49
"Cass County, Minnesota"	131	6	0.0458015267175573	4	0.666666666666667	2	0.333333333333333	73	81	42	53	23	42	45
"Chippewa County, Minnesota"	68	0	0	0	NA	0	NA	82	59	47	59	38	70	52
